att48,Nearest Neighbour,0.003010988235473633,42620
att48,Nearest Neighbour,0.0018918514251708984,41582
att48,Nearest Neighbour,0.0028908252716064453,42755
att48,Nearest Neighbour,0.002646207809448242,42620
att48,Nearest Neighbour,0.0023992061614990234,42156
att48,Nearest Neighbour,0.0025467872619628906,42598
att48,Nearest Neighbour,0.0024750232696533203,42598
att48,Nearest Neighbour,0.002540111541748047,42192
att48,Nearest Neighbour,0.002371072769165039,41407
att48,Nearest Neighbour,0.0025877952575683594,40835
att48,Nearest Neighbour,0.0025670528411865234,44337
att48,Nearest Neighbour,0.0027360916137695312,40505
att48,Nearest Neighbour,0.0023717880249023438,40526
att48,Nearest Neighbour,0.0025682449340820312,39237
att48,Nearest Neighbour,0.0024628639221191406,43544
att48,Nearest Neighbour,0.00244903564453125,41436
att48,Nearest Neighbour,0.0025539398193359375,41407
att48,Nearest Neighbour,0.002474069595336914,40964
att48,Nearest Neighbour,0.0027208328247070312,43751
att48,Nearest Neighbour,0.002348184585571289,39811
att48,Evolutionary/Genetic,12.979799032211304,37693
att48,Evolutionary/Genetic,13.830955982208252,37568
att48,Evolutionary/Genetic,10.802531719207764,37220
att48,Evolutionary/Genetic,10.75833010673523,37687
att48,Evolutionary/Genetic,10.650326013565063,38197
att48,Evolutionary/Genetic,10.592007875442505,36416
att48,Evolutionary/Genetic,10.511655807495117,36622
att48,Evolutionary/Genetic,10.797837972640991,36898
att48,Evolutionary/Genetic,12.13089394569397,37176
att48,Evolutionary/Genetic,11.812764883041382,36416
att48,Evolutionary/Genetic,11.013183355331421,35711
att48,Evolutionary/Genetic,10.971251964569092,36558
att48,Evolutionary/Genetic,10.167593955993652,37338
att48,2-Opt,0.02817702293395996,34875
att48,2-Opt,0.028296947479248047,34875
att48,2-Opt,0.028384685516357422,34875
att48,2-Opt,0.02820301055908203,34875
att48,2-Opt,0.028343915939331055,34875
att48,2-Opt,0.027936935424804688,34875
att48,2-Opt,0.028044700622558594,34875
att48,2-Opt,0.02828192710876465,34875
att48,2-Opt,0.02715611457824707,34875
att48,2-Opt,0.025876998901367188,34875
att48,2-Opt,0.0283660888671875,34875
att48,2-Opt,0.02855682373046875,34875
att48,2-Opt,0.028630971908569336,34875
att48,2-Opt,0.02811408042907715,34875
att48,2-Opt,0.028088092803955078,34875
att48,2-Opt,0.02870917320251465,34875
att48,2-Opt,0.028261899948120117,34875
att48,2-Opt,0.03132176399230957,34875
att48,2-Opt,0.027667999267578125,34875
att48,2-Opt,0.027736902236938477,34875
berlin52,Nearest Neighbour,0.0018241405487060547,10292
berlin52,Nearest Neighbour,0.0020029544830322266,8955
berlin52,Nearest Neighbour,0.0018601417541503906,10012
